STATE/UT,DISTRICT,YEAR,RAPE
UTTAR PRADESH,MAHOBA,2008,12
UTTAR PRADESH,MAHOBA,2009,11
UTTAR PRADESH,MAHOBA,2010,9
UTTAR PRADESH,MAHOBA,2011,16
UTTAR PRADESH,MAHOBA,2012,16
UTTAR PRADESH,MAINPURI,2001,13
UTTAR PRADESH,MAINPURI,2002,9
UTTAR PRADESH,MAINPURI,2003,7
UTTAR PRADESH,MAINPURI,2004,8
UTTAR PRADESH,MAINPURI,2005,5
UTTAR PRADESH,MAINPURI,2006,16
UTTAR PRADESH,MAINPURI,2007,11
UTTAR PRADESH,MAINPURI,2008,9
UTTAR PRADESH,MAINPURI,2009,16
UTTAR PRADESH,MAINPURI,2010,15
UTTAR PRADESH,MAINPURI,2011,33
UTTAR PRADESH,MAINPURI,2012,15
PUNJAB,MAJITHA,2001,9
PUNJAB,MAJITHA,2002,9
PUNJAB,MAJITHA,2003,12
PUNJAB,MAJITHA,2004,14
PUNJAB,MAJITHA,2005,9
PUNJAB,MAJITHA,2006,13
KERALA,MALAPPURAM,2001,71
KERALA,MALAPPURAM,2002,70
KERALA,MALAPPURAM,2003,42
KERALA,MALAPPURAM,2004,57
KERALA,MALAPPURAM,2005,50
KERALA,MALAPPURAM,2006,45
KERALA,MALAPPURAM,2007,41
KERALA,MALAPPURAM,2008,51
KERALA,MALAPPURAM,2009,35
KERALA,MALAPPURAM,2010,49
KERALA,MALAPPURAM,2011,83
KERALA,MALAPPURAM,2012,97
WEST BENGAL,MALDA,2001,40
WEST BENGAL,MALDA,2002,33
WEST BENGAL,MALDA,2003,57
WEST BENGAL,MALDA,2004,97
WEST BENGAL,MALDA,2005,96
WEST BENGAL,MALDA,2006,74
WEST BENGAL,MALDA,2007,103
WEST BENGAL,MALDA,2008,130
WEST BENGAL,MALDA,2009,197
WEST BENGAL,MALDA,2010,167
WEST BENGAL,MALDA,2011,179
WEST BENGAL,MALDA,2012,158
ODISHA,MALKANGIR,2001,14
ODISHA,MALKANGIR,2002,15
ODISHA,MALKANGIR,2003,17
ODISHA,MALKANGIR,2004,19
ODISHA,MALKANGIR,2005,7
ODISHA,MALKANGIR,2006,17
ODISHA,MALKANGIR,2007,12
ODISHA,MALKANGIR,2008,12
ODISHA,MALKANGIR,2009,15
ODISHA,MALKANGIR,2010,14
ODISHA,MALKANGIR,2011,8
ODISHA,MALKANGIR,2012,17
MIZORAM,MAMIT,2001,0
MIZORAM,MAMIT,2002,4
MIZORAM,MAMIT,2003,1
MIZORAM,MAMIT,2004,2
MIZORAM,MAMIT,2005,6
MIZORAM,MAMIT,2006,2
MIZORAM,MAMIT,2007,1
MIZORAM,MAMIT,2008,2
MIZORAM,MAMIT,2009,9
MIZORAM,MAMIT,2010,6
MIZORAM,MAMIT,2011,4
MIZORAM,MAMIT,2012,10
HIMACHAL PRADESH,MANDI,2001,16
HIMACHAL PRADESH,MANDI,2002,24
HIMACHAL PRADESH,MANDI,2003,23
HIMACHAL PRADESH,MANDI,2004,15
HIMACHAL PRADESH,MANDI,2005,8
HIMACHAL PRADESH,MANDI,2006,18
HIMACHAL PRADESH,MANDI,2007,30
HIMACHAL PRADESH,MANDI,2008,32
HIMACHAL PRADESH,MANDI,2009,22
HIMACHAL PRADESH,MANDI,2010,19
HIMACHAL PRADESH,MANDI,2011,26
HIMACHAL PRADESH,MANDI,2012,28
MADHYA PRADESH,MANDLA,2001,64
MADHYA PRADESH,MANDLA,2002,43
MADHYA PRADESH,MANDLA,2003,39
MADHYA PRADESH,MANDLA,2004,44
MADHYA PRADESH,MANDLA,2005,61
MADHYA PRADESH,MANDLA,2006,62
MADHYA PRADESH,MANDLA,2007,47
MADHYA PRADESH,MANDLA,2008,47
MADHYA PRADESH,MANDLA,2009,43
MADHYA PRADESH,MANDLA,2010,56
MADHYA PRADESH,MANDLA,2011,63
MADHYA PRADESH,MANDLA,2012,75
MADHYA PRADESH,MANDSAUR,2001,41
MADHYA PRADESH,MANDSAUR,2002,45
MADHYA PRADESH,MANDSAUR,2003,45
MADHYA PRADESH,MANDSAUR,2004,40
MADHYA PRADESH,MANDSAUR,2005,31
MADHYA PRADESH,MANDSAUR,2006,37
MADHYA PRADESH,MANDSAUR,2007,40
MADHYA PRADESH,MANDSAUR,2008,40
MADHYA PRADESH,MANDSAUR,2009,46
MADHYA PRADESH,MANDSAUR,2010,58
MADHYA PRADESH,MANDSAUR,2011,49
MADHYA PRADESH,MANDSAUR,2012,49
KARNATAKA,MANDYA,2001,15
KARNATAKA,MANDYA,2002,30
KARNATAKA,MANDYA,2003,13
KARNATAKA,MANDYA,2004,15
KARNATAKA,MANDYA,2005,17
KARNATAKA,MANDYA,2006,19
KARNATAKA,MANDYA,2007,17
KARNATAKA,MANDYA,2008,18
KARNATAKA,MANDYA,2009,16
KARNATAKA,MANDYA,2010,30
KARNATAKA,MANDYA,2011,31
KARNATAKA,MANDYA,2012,35
KARNATAKA,MANGALORE CITY,2011,16
KARNATAKA,MANGALORE CITY,2012,12
PUNJAB,MANSA,2001,6
PUNJAB,MANSA,2002,10
PUNJAB,MANSA,2003,11
PUNJAB,MANSA,2004,8
PUNJAB,MANSA,2005,15
PUNJAB,MANSA,2006,17
PUNJAB,MANSA,2007,20
PUNJAB,MANSA,2008,13
PUNJAB,MANSA,2009,13
PUNJAB,MANSA,2010,22
PUNJAB,MANSA,2011,14
PUNJAB,MANSA,2012,22
UTTAR PRADESH,MATHURA,2001,25
UTTAR PRADESH,MATHURA,2002,16
UTTAR PRADESH,MATHURA,2003,16
UTTAR PRADESH,MATHURA,2004,24
UTTAR PRADESH,MATHURA,2005,18
UTTAR PRADESH,MATHURA,2006,30
UTTAR PRADESH,MATHURA,2007,36
UTTAR PRADESH,MATHURA,2008,24
UTTAR PRADESH,MATHURA,2009,20
UTTAR PRADESH,MATHURA,2010,24
UTTAR PRADESH,MATHURA,2011,39
UTTAR PRADESH,MATHURA,2012,41
UTTAR PRADESH,MAU,2001,17
UTTAR PRADESH,MAU,2002,15
UTTAR PRADESH,MAU,2003,5
UTTAR PRADESH,MAU,2004,3
UTTAR PRADESH,MAU,2005,5
UTTAR PRADESH,MAU,2006,7
UTTAR PRADESH,MAU,2007,8
UTTAR PRADESH,MAU,2008,19
UTTAR PRADESH,MAU,2009,15
UTTAR PRADESH,MAU,2010,10
UTTAR PRADESH,MAU,2011,19
UTTAR PRADESH,MAU,2012,9
ODISHA,MAYURBHANJ,2001,77
ODISHA,MAYURBHANJ,2002,68
ODISHA,MAYURBHANJ,2003,70
ODISHA,MAYURBHANJ,2004,84
ODISHA,MAYURBHANJ,2005,102
ODISHA,MAYURBHANJ,2006,88
ODISHA,MAYURBHANJ,2007,74
ODISHA,MAYURBHANJ,2008,90
ODISHA,MAYURBHANJ,2009,80
ODISHA,MAYURBHANJ,2010,76
ODISHA,MAYURBHANJ,2011,76
ODISHA,MAYURBHANJ,2012,86
ANDHRA PRADESH,MEDAK,2001,35
ANDHRA PRADESH,MEDAK,2002,68
ANDHRA PRADESH,MEDAK,2003,30
ANDHRA PRADESH,MEDAK,2004,52
ANDHRA PRADESH,MEDAK,2005,36
ANDHRA PRADESH,MEDAK,2006,57
ANDHRA PRADESH,MEDAK,2007,51
ANDHRA PRADESH,MEDAK,2008,50
ANDHRA PRADESH,MEDAK,2009,46
ANDHRA PRADESH,MEDAK,2010,49
ANDHRA PRADESH,MEDAK,2011,38
ANDHRA PRADESH,MEDAK,2012,26
UTTAR PRADESH,MEERUT,2001,28
UTTAR PRADESH,MEERUT,2002,35
UTTAR PRADESH,MEERUT,2003,40
UTTAR PRADESH,MEERUT,2004,33
UTTAR PRADESH,MEERUT,2005,37
UTTAR PRADESH,MEERUT,2006,37
UTTAR PRADESH,MEERUT,2007,39
UTTAR PRADESH,MEERUT,2008,50
UTTAR PRADESH,MEERUT,2009,46
UTTAR PRADESH,MEERUT,2010,64
UTTAR PRADESH,MEERUT,2011,79
UTTAR PRADESH,MEERUT,2012,54
GUJARAT,MEHSANA,2001,4
GUJARAT,MEHSANA,2002,13
GUJARAT,MEHSANA,2003,7
GUJARAT,MEHSANA,2004,4
GUJARAT,MEHSANA,2005,6
GUJARAT,MEHSANA,2006,6
GUJARAT,MEHSANA,2007,6
GUJARAT,MEHSANA,2008,9
GUJARAT,MEHSANA,2009,10
GUJARAT,MEHSANA,2010,8
GUJARAT,MEHSANA,2011,9
GUJARAT,MEHSANA,2012,10
HARYANA,MEWAT,2005,34
HARYANA,MEWAT,2006,35
HARYANA,MEWAT,2007,44
HARYANA,MEWAT,2008,29
HARYANA,MEWAT,2009,16
HARYANA,MEWAT,2010,28
HARYANA,MEWAT,2011,28
HARYANA,MEWAT,2012,50
WEST BENGAL,MIDNAPUR,2001,84
UTTAR PRADESH,MIRZAPUR,2001,16
UTTAR PRADESH,MIRZAPUR,2002,7
UTTAR PRADESH,MIRZAPUR,2003,6
UTTAR PRADESH,MIRZAPUR,2004,12
UTTAR PRADESH,MIRZAPUR,2005,6
UTTAR PRADESH,MIRZAPUR,2006,14
UTTAR PRADESH,MIRZAPUR,2007,10
UTTAR PRADESH,MIRZAPUR,2008,19
UTTAR PRADESH,MIRZAPUR,2009,11
UTTAR PRADESH,MIRZAPUR,2010,2
UTTAR PRADESH,MIRZAPUR,2011,3
UTTAR PRADESH,MIRZAPUR,2012,4
PUNJAB,MOGA,2001,11
PUNJAB,MOGA,2002,4
PUNJAB,MOGA,2003,9
PUNJAB,MOGA,2004,11
PUNJAB,MOGA,2005,9
PUNJAB,MOGA,2006,11
PUNJAB,MOGA,2007,7
PUNJAB,MOGA,2008,19
PUNJAB,MOGA,2009,18
PUNJAB,MOGA,2010,18
PUNJAB,MOGA,2011,12
PUNJAB,MOGA,2012,23
NAGALAND,MOKOKCHUNG,2001,1
NAGALAND,MOKOKCHUNG,2002,0
NAGALAND,MOKOKCHUNG,2003,1
NAGALAND,MOKOKCHUNG,2004,1
NAGALAND,MOKOKCHUNG,2005,0
NAGALAND,MOKOKCHUNG,2006,0
NAGALAND,MOKOKCHUNG,2007,1
NAGALAND,MOKOKCHUNG,2008,1
NAGALAND,MOKOKCHUNG,2009,0
NAGALAND,MOKOKCHUNG,2010,2
NAGALAND,MOKOKCHUNG,2011,2
NAGALAND,MOKOKCHUNG,2012,3
NAGALAND,MON,2001,2
NAGALAND,MON,2002,0
NAGALAND,MON,2003,2
NAGALAND,MON,2004,0
NAGALAND,MON,2005,1
NAGALAND,MON,2006,2
NAGALAND,MON,2007,0
NAGALAND,MON,2008,1
NAGALAND,MON,2009,0
NAGALAND,MON,2010,0
NAGALAND,MON,2011,2
NAGALAND,MON,2012,3
UTTAR PRADESH,MORADABAD,2001,44
UTTAR PRADESH,MORADABAD,2002,36
UTTAR PRADESH,MORADABAD,2003,43
UTTAR PRADESH,MORADABAD,2004,57
UTTAR PRADESH,MORADABAD,2005,52
UTTAR PRADESH,MORADABAD,2006,44
UTTAR PRADESH,MORADABAD,2007,58
UTTAR PRADESH,MORADABAD,2008,75
UTTAR PRADESH,MORADABAD,2009,69
UTTAR PRADESH,MORADABAD,2010,66
UTTAR PRADESH,MORADABAD,2011,55
UTTAR PRADESH,MORADABAD,2012,36
MADHYA PRADESH,MORENA,2001,35
MADHYA PRADESH,MORENA,2002,46
MADHYA PRADESH,MORENA,2003,40
MADHYA PRADESH,MORENA,2004,55
MADHYA PRADESH,MORENA,2005,32
MADHYA PRADESH,MORENA,2006,34
MADHYA PRADESH,MORENA,2007,39
MADHYA PRADESH,MORENA,2008,26
MADHYA PRADESH,MORENA,2009,31
MADHYA PRADESH,MORENA,2010,40
MADHYA PRADESH,MORENA,2011,40
MADHYA PRADESH,MORENA,2012,32
ASSAM,MORIGAON,2001,23
ASSAM,MORIGAON,2002,40
ASSAM,MORIGAON,2003,35
ASSAM,MORIGAON,2004,36
ASSAM,MORIGAON,2005,52
ASSAM,MORIGAON,2006,58
ASSAM,MORIGAON,2007,65
ASSAM,MORIGAON,2008,75
ASSAM,MORIGAON,2009,88
ASSAM,MORIGAON,2010,74
ASSAM,MORIGAON,2011,54
ASSAM,MORIGAON,2012,58
BIHAR,MOTIHARI,2001,44
BIHAR,MOTIHARI,2002,41
BIHAR,MOTIHARI,2003,39
BIHAR,MOTIHARI,2004,29
BIHAR,MOTIHARI,2005,24
BIHAR,MOTIHARI,2006,22
BIHAR,MOTIHARI,2007,25
BIHAR,MOTIHARI,2008,34
BIHAR,MOTIHARI,2009,31
BIHAR,MOTIHARI,2010,25
BIHAR,MOTIHARI,2011,37
BIHAR,MOTIHARI,2012,22
PUNJAB,MUKTSAR,2001,3
PUNJAB,MUKTSAR,2002,8
PUNJAB,MUKTSAR,2003,9
PUNJAB,MUKTSAR,2004,7
PUNJAB,MUKTSAR,2005,18
PUNJAB,MUKTSAR,2006,14
PUNJAB,MUKTSAR,2007,11
PUNJAB,MUKTSAR,2008,12
PUNJAB,MUKTSAR,2009,20
PUNJAB,MUKTSAR,2010,12
PUNJAB,MUKTSAR,2011,17
PUNJAB,MUKTSAR,2012,18
MAHARASHTRA,MUMBAI,2001,127
MAHARASHTRA,MUMBAI,2002,128
MAHARASHTRA,MUMBAI,2003,133
MAHARASHTRA,MUMBAI,2004,187
MAHARASHTRA,MUMBAI,2005,201
MAHARASHTRA,MUMBAI COMMR.,2006,165
MAHARASHTRA,MUMBAI COMMR.,2007,174
MAHARASHTRA,MUMBAI COMMR.,2008,218
MAHARASHTRA,MUMBAI COMMR.,2009,182
MAHARASHTRA,MUMBAI COMMR.,2010,194
MAHARASHTRA,MUMBAI COMMR.,2011,221
MAHARASHTRA,MUMBAI COMMR.,2012,232
MAHARASHTRA,MUMBAI RLY.,2001,2
MAHARASHTRA,MUMBAI RLY.,2002,2
MAHARASHTRA,MUMBAI RLY.,2003,4
MAHARASHTRA,MUMBAI RLY.,2004,1
MAHARASHTRA,MUMBAI RLY.,2005,2
MAHARASHTRA,MUMBAI RLY.,2006,5
MAHARASHTRA,MUMBAI RLY.,2007,1
MAHARASHTRA,MUMBAI RLY.,2008,4
MAHARASHTRA,MUMBAI RLY.,2009,4
MAHARASHTRA,MUMBAI RLY.,2010,2
MAHARASHTRA,MUMBAI RLY.,2011,3
MAHARASHTRA,MUMBAI RLY.,2012,1
CHHATTISGARH,MUNGELI,2012,6
BIHAR,MUNGER,2001,11
BIHAR,MUNGER,2002,11
BIHAR,MUNGER,2003,7
BIHAR,MUNGER,2004,11
BIHAR,MUNGER,2005,18
BIHAR,MUNGER,2006,13
BIHAR,MUNGER,2007,25
BIHAR,MUNGER,2008,20
BIHAR,MUNGER,2009,12
BIHAR,MUNGER,2010,11
BIHAR,MUNGER,2011,7
BIHAR,MUNGER,2012,9
WEST BENGAL,MURSHIDABAD,2001,66
WEST BENGAL,MURSHIDABAD,2002,62
WEST BENGAL,MURSHIDABAD,2003,106
WEST BENGAL,MURSHIDABAD,2004,197
WEST BENGAL,MURSHIDABAD,2005,236
WEST BENGAL,MURSHIDABAD,2006,224
WEST BENGAL,MURSHIDABAD,2007,369
WEST BENGAL,MURSHIDABAD,2008,308
WEST BENGAL,MURSHIDABAD,2009,568
WEST BENGAL,MURSHIDABAD,2010,526
WEST BENGAL,MURSHIDABAD,2011,433
WEST BENGAL,MURSHIDABAD,2012,257
UTTAR PRADESH,MUZAFFARNAGAR,2001,54
UTTAR PRADESH,MUZAFFARNAGAR,2002,30
UTTAR PRADESH,MUZAFFARNAGAR,2003,32
UTTAR PRADESH,MUZAFFARNAGAR,2004,44
UTTAR PRADESH,MUZAFFARNAGAR,2005,44
UTTAR PRADESH,MUZAFFARNAGAR,2006,31
UTTAR PRADESH,MUZAFFARNAGAR,2007,37
UTTAR PRADESH,MUZAFFARNAGAR,2008,40
UTTAR PRADESH,MUZAFFARNAGAR,2009,58
UTTAR PRADESH,MUZAFFARNAGAR,2010,34
UTTAR PRADESH,MUZAFFARNAGAR,2011,19
UTTAR PRADESH,MUZAFFARNAGAR,2012,27
BIHAR,MUZAFFARPUR,2001,73
BIHAR,MUZAFFARPUR,2002,60
BIHAR,MUZAFFARPUR,2003,59
BIHAR,MUZAFFARPUR,2004,166
BIHAR,MUZAFFARPUR,2005,80
BIHAR,MUZAFFARPUR,2006,48
BIHAR,MUZAFFARPUR,2007,77
BIHAR,MUZAFFARPUR,2008,28
BIHAR,MUZAFFARPUR,2009,55
BIHAR,MUZAFFARPUR,2010,52
BIHAR,MUZAFFARPUR,2011,56
BIHAR,MUZAFFARPUR,2012,34
BIHAR,MUZAFFARPUR RLY.,2001,2
BIHAR,MUZAFFARPUR RLY.,2002,2
BIHAR,MUZAFFARPUR RLY.,2003,3
BIHAR,MUZAFFARPUR RLY.,2004,2
BIHAR,MUZAFFARPUR RLY.,2005,1
BIHAR,MUZAFFARPUR RLY.,2006,3
BIHAR,MUZAFFARPUR RLY.,2007,2
BIHAR,MUZAFFARPUR RLY.,2008,2
BIHAR,MUZAFFARPUR RLY.,2009,3
BIHAR,MUZAFFARPUR RLY.,2010,1
BIHAR,MUZAFFARPUR RLY.,2011,0
BIHAR,MUZAFFARPUR RLY.,2012,2
KARNATAKA,MYSORE COMMR.,2001,2
KARNATAKA,MYSORE COMMR.,2002,7
KARNATAKA,MYSORE COMMR.,2003,8
KARNATAKA,MYSORE COMMR.,2004,4
KARNATAKA,MYSORE COMMR.,2005,8
KARNATAKA,MYSORE COMMR.,2006,15
KARNATAKA,MYSORE COMMR.,2007,13
KARNATAKA,MYSORE COMMR.,2008,23
KARNATAKA,MYSORE COMMR.,2009,14
KARNATAKA,MYSORE COMMR.,2010,7
KARNATAKA,MYSORE COMMR.,2011,11
KARNATAKA,MYSORE COMMR.,2012,12
KARNATAKA,MYSORE RURAL,2001,12
KARNATAKA,MYSORE RURAL,2002,5
KARNATAKA,MYSORE RURAL,2003,4
KARNATAKA,MYSORE RURAL,2004,11
KARNATAKA,MYSORE RURAL,2005,14
KARNATAKA,MYSORE RURAL,2006,10
KARNATAKA,MYSORE RURAL,2007,20
KARNATAKA,MYSORE RURAL,2008,13
KARNATAKA,MYSORE RURAL,2009,21
KARNATAKA,MYSORE RURAL,2010,43
KARNATAKA,MYSORE RURAL,2011,19
KARNATAKA,MYSORE RURAL,2012,28
ASSAM,N.C.HILLS,2001,2
ASSAM,N.C.HILLS,2002,2
ASSAM,N.C.HILLS,2003,0
ASSAM,N.C.HILLS,2004,1
ASSAM,N.C.HILLS,2005,1
ASSAM,N.C.HILLS,2006,4
ASSAM,N.C.HILLS,2007,5
ASSAM,N.C.HILLS,2008,4
ASSAM,N.C.HILLS,2009,3
ASSAM,N.C.HILLS,2010,3
ASSAM,N.C.HILLS,2011,3
ASSAM,N.C.HILLS,2012,5
WEST BENGAL,NADIA,2001,71
WEST BENGAL,NADIA,2002,79
WEST BENGAL,NADIA,2003,108
WEST BENGAL,NADIA,2004,108
WEST BENGAL,NADIA,2005,148
WEST BENGAL,NADIA,2006,158
WEST BENGAL,NADIA,2007,183
WEST BENGAL,NADIA,2008,178
WEST BENGAL,NADIA,2009,175
WEST BENGAL,NADIA,2010,167
WEST BENGAL,NADIA,2011,185
WEST BENGAL,NADIA,2012,174
ASSAM,NAGAON,2001,51
ASSAM,NAGAON,2002,61
ASSAM,NAGAON,2003,105
ASSAM,NAGAON,2004,91
ASSAM,NAGAON,2005,149
ASSAM,NAGAON,2006,133
ASSAM,NAGAON,2007,114
ASSAM,NAGAON,2008,112
ASSAM,NAGAON,2009,162
ASSAM,NAGAON,2010,148
ASSAM,NAGAON,2011,165
ASSAM,NAGAON,2012,173
TAMIL NADU,NAGAPATTINAM,2001,12
TAMIL NADU,NAGAPATTINAM,2002,27
TAMIL NADU,NAGAPATTINAM,2003,5
TAMIL NADU,NAGAPATTINAM,2004,9
TAMIL NADU,NAGAPATTINAM,2005,12
TAMIL NADU,NAGAPATTINAM,2006,9
TAMIL NADU,NAGAPATTINAM,2007,14
TAMIL NADU,NAGAPATTINAM,2008,10
TAMIL NADU,NAGAPATTINAM,2009,7
TAMIL NADU,NAGAPATTINAM,2010,9
TAMIL NADU,NAGAPATTINAM,2011,13
TAMIL NADU,NAGAPATTINAM,2012,10
RAJASTHAN,NAGAUR,2001,22
RAJASTHAN,NAGAUR,2002,39
RAJASTHAN,NAGAUR,2003,32
RAJASTHAN,NAGAUR,2004,25
RAJASTHAN,NAGAUR,2005,33
RAJASTHAN,NAGAUR,2006,35
RAJASTHAN,NAGAUR,2007,38
RAJASTHAN,NAGAUR,2008,33
RAJASTHAN,NAGAUR,2009,53
RAJASTHAN,NAGAUR,2010,60
RAJASTHAN,NAGAUR,2011,70
RAJASTHAN,NAGAUR,2012,53
MAHARASHTRA,NAGPUR COMMR.,2001,39
MAHARASHTRA,NAGPUR COMMR.,2002,49
MAHARASHTRA,NAGPUR COMMR.,2003,26
MAHARASHTRA,NAGPUR COMMR.,2004,41
MAHARASHTRA,NAGPUR COMMR.,2005,52
MAHARASHTRA,NAGPUR COMMR.,2006,51
MAHARASHTRA,NAGPUR COMMR.,2007,50
MAHARASHTRA,NAGPUR COMMR.,2008,53
MAHARASHTRA,NAGPUR COMMR.,2009,45
MAHARASHTRA,NAGPUR COMMR.,2010,58
MAHARASHTRA,NAGPUR COMMR.,2011,45
MAHARASHTRA,NAGPUR COMMR.,2012,57
MAHARASHTRA,NAGPUR RLY.,2001,2
MAHARASHTRA,NAGPUR RLY.,2002,0
MAHARASHTRA,NAGPUR RLY.,2003,1
MAHARASHTRA,NAGPUR RLY.,2004,2
MAHARASHTRA,NAGPUR RLY.,2005,1
MAHARASHTRA,NAGPUR RLY.,2006,0
MAHARASHTRA,NAGPUR RLY.,2007,0
MAHARASHTRA,NAGPUR RLY.,2008,1
MAHARASHTRA,NAGPUR RLY.,2009,1
MAHARASHTRA,NAGPUR RLY.,2010,1
MAHARASHTRA,NAGPUR RLY.,2011,1
MAHARASHTRA,NAGPUR RLY.,2012,1
MAHARASHTRA,NAGPUR RURAL,2001,81
MAHARASHTRA,NAGPUR RURAL,2002,66
MAHARASHTRA,NAGPUR RURAL,2003,52
MAHARASHTRA,NAGPUR RURAL,2004,48
MAHARASHTRA,NAGPUR RURAL,2005,51
MAHARASHTRA,NAGPUR RURAL,2006,37
MAHARASHTRA,NAGPUR RURAL,2007,39
MAHARASHTRA,NAGPUR RURAL,2008,37
MAHARASHTRA,NAGPUR RURAL,2009,33
MAHARASHTRA,NAGPUR RURAL,2010,39
MAHARASHTRA,NAGPUR RURAL,2011,44
MAHARASHTRA,NAGPUR RURAL,2012,29
UTTARAKHAND,NAINITAL,2001,5
UTTARAKHAND,NAINITAL,2002,5
UTTARAKHAND,NAINITAL,2003,9
UTTARAKHAND,NAINITAL,2004,6
UTTARAKHAND,NAINITAL,2005,7
UTTARAKHAND,NAINITAL,2006,9
UTTARAKHAND,NAINITAL,2007,6
UTTARAKHAND,NAINITAL,2008,9
UTTARAKHAND,NAINITAL,2009,14
UTTARAKHAND,NAINITAL,2010,13
UTTARAKHAND,NAINITAL,2011,10
UTTARAKHAND,NAINITAL,2012,16
BIHAR,NALANDA,2001,40
BIHAR,NALANDA,2002,32
BIHAR,NALANDA,2003,21
BIHAR,NALANDA,2004,43
BIHAR,NALANDA,2005,25
BIHAR,NALANDA,2006,31
BIHAR,NALANDA,2007,14
BIHAR,NALANDA,2008,23
BIHAR,NALANDA,2009,33
BIHAR,NALANDA,2010,26
BIHAR,NALANDA,2011,15
BIHAR,NALANDA,2012,11
ASSAM,NALBARI,2001,30
ASSAM,NALBARI,2002,27
ASSAM,NALBARI,2003,33
ASSAM,NALBARI,2004,29
ASSAM,NALBARI,2005,27
ASSAM,NALBARI,2006,17
ASSAM,NALBARI,2007,12
ASSAM,NALBARI,2008,30
ASSAM,NALBARI,2009,31
ASSAM,NALBARI,2010,24
ASSAM,NALBARI,2011,28
ASSAM,NALBARI,2012,34
ANDHRA PRADESH,NALGONDA,2001,35
ANDHRA PRADESH,NALGONDA,2002,41
ANDHRA PRADESH,NALGONDA,2003,62
ANDHRA PRADESH,NALGONDA,2004,46
ANDHRA PRADESH,NALGONDA,2005,49
ANDHRA PRADESH,NALGONDA,2006,61
ANDHRA PRADESH,NALGONDA,2007,69
ANDHRA PRADESH,NALGONDA,2008,90
ANDHRA PRADESH,NALGONDA,2009,77
ANDHRA PRADESH,NALGONDA,2010,68
ANDHRA PRADESH,NALGONDA,2011,48
ANDHRA PRADESH,NALGONDA,2012,52
TAMIL NADU,NAMAKKAL,2001,7
TAMIL NADU,NAMAKKAL,2002,13
TAMIL NADU,NAMAKKAL,2003,7
TAMIL NADU,NAMAKKAL,2004,7
TAMIL NADU,NAMAKKAL,2005,0
TAMIL NADU,NAMAKKAL,2006,6
TAMIL NADU,NAMAKKAL,2007,12
TAMIL NADU,NAMAKKAL,2008,19
TAMIL NADU,NAMAKKAL,2009,14
TAMIL NADU,NAMAKKAL,2010,10
TAMIL NADU,NAMAKKAL,2011,8
TAMIL NADU,NAMAKKAL,2012,12
MAHARASHTRA,NANDED,2001,23
MAHARASHTRA,NANDED,2002,29
MAHARASHTRA,NANDED,2003,33
MAHARASHTRA,NANDED,2004,31
MAHARASHTRA,NANDED,2005,41
MAHARASHTRA,NANDED,2006,33
MAHARASHTRA,NANDED,2007,33
MAHARASHTRA,NANDED,2008,23
MAHARASHTRA,NANDED,2009,34
MAHARASHTRA,NANDED,2010,36
MAHARASHTRA,NANDED,2011,32
MAHARASHTRA,NANDED,2012,48
MAHARASHTRA,NANDURBAR,2001,16
MAHARASHTRA,NANDURBAR,2002,28
MAHARASHTRA,NANDURBAR,2003,10
MAHARASHTRA,NANDURBAR,2004,20
MAHARASHTRA,NANDURBAR,2005,19
MAHARASHTRA,NANDURBAR,2006,21
MAHARASHTRA,NANDURBAR,2007,14
MAHARASHTRA,NANDURBAR,2008,11
MAHARASHTRA,NANDURBAR,2009,23
MAHARASHTRA,NANDURBAR,2010,20
MAHARASHTRA,NANDURBAR,2011,20
MAHARASHTRA,NANDURBAR,2012,19
CHHATTISGARH,NARAYANPUR,2003,3
CHHATTISGARH,NARAYANPUR,2004,1
CHHATTISGARH,NARAYANPUR,2005,1
CHHATTISGARH,NARAYANPUR,2006,2
CHHATTISGARH,NARAYANPUR,2007,3
CHHATTISGARH,NARAYANPUR,2008,1
CHHATTISGARH,NARAYANPUR,2009,1
CHHATTISGARH,NARAYANPUR,2010,3
CHHATTISGARH,NARAYANPUR,2011,5
CHHATTISGARH,NARAYANPUR,2012,5
GUJARAT,NARMADA,2001,8
GUJARAT,NARMADA,2002,7
GUJARAT,NARMADA,2003,4
GUJARAT,NARMADA,2004,6
GUJARAT,NARMADA,2005,6
GUJARAT,NARMADA,2006,2
GUJARAT,NARMADA,2007,6
GUJARAT,NARMADA,2008,7
GUJARAT,NARMADA,2009,6
GUJARAT,NARMADA,2010,7
GUJARAT,NARMADA,2011,7
GUJARAT,NARMADA,2012,7
MADHYA PRADESH,NARSINGHPUR,2001,70
MADHYA PRADESH,NARSINGHPUR,2002,88
MADHYA PRADESH,NARSINGHPUR,2003,40
MADHYA PRADESH,NARSINGHPUR,2004,42
MADHYA PRADESH,NARSINGHPUR,2005,65
MADHYA PRADESH,NARSINGHPUR,2006,65
MADHYA PRADESH,NARSINGHPUR,2007,49
MADHYA PRADESH,NARSINGHPUR,2008,61
MADHYA PRADESH,NARSINGHPUR,2009,52
MADHYA PRADESH,NARSINGHPUR,2010,65
MADHYA PRADESH,NARSINGHPUR,2011,65
MADHYA PRADESH,NARSINGHPUR,2012,71
MAHARASHTRA,NASIK COMMR.,2001,9
MAHARASHTRA,NASIK COMMR.,2002,12
MAHARASHTRA,NASIK COMMR.,2003,11
MAHARASHTRA,NASIK COMMR.,2004,15
