STATE/UT,DISTRICT,YEAR,KIDNAPPING & ABDUCTION
MADHYA PRADESH,MANDLA,2005,8
MADHYA PRADESH,MANDLA,2006,7
MADHYA PRADESH,MANDLA,2007,6
MADHYA PRADESH,MANDLA,2008,3
MADHYA PRADESH,MANDLA,2009,9
MADHYA PRADESH,MANDLA,2010,7
MADHYA PRADESH,MANDLA,2011,9
MADHYA PRADESH,MANDLA,2012,8
MADHYA PRADESH,MANDSAUR,2001,15
MADHYA PRADESH,MANDSAUR,2002,17
MADHYA PRADESH,MANDSAUR,2003,12
MADHYA PRADESH,MANDSAUR,2004,17
MADHYA PRADESH,MANDSAUR,2005,18
MADHYA PRADESH,MANDSAUR,2006,18
MADHYA PRADESH,MANDSAUR,2007,21
MADHYA PRADESH,MANDSAUR,2008,19
MADHYA PRADESH,MANDSAUR,2009,30
MADHYA PRADESH,MANDSAUR,2010,24
MADHYA PRADESH,MANDSAUR,2011,26
MADHYA PRADESH,MANDSAUR,2012,34
KARNATAKA,MANDYA,2001,9
KARNATAKA,MANDYA,2002,18
KARNATAKA,MANDYA,2003,8
KARNATAKA,MANDYA,2004,8
KARNATAKA,MANDYA,2005,12
KARNATAKA,MANDYA,2006,14
KARNATAKA,MANDYA,2007,15
KARNATAKA,MANDYA,2008,14
KARNATAKA,MANDYA,2009,27
KARNATAKA,MANDYA,2010,47
KARNATAKA,MANDYA,2011,34
KARNATAKA,MANDYA,2012,46
KARNATAKA,MANGALORE CITY,2011,8
KARNATAKA,MANGALORE CITY,2012,16
PUNJAB,MANSA,2001,5
PUNJAB,MANSA,2002,5
PUNJAB,MANSA,2003,7
PUNJAB,MANSA,2004,5
PUNJAB,MANSA,2005,11
PUNJAB,MANSA,2006,9
PUNJAB,MANSA,2007,8
PUNJAB,MANSA,2008,11
PUNJAB,MANSA,2009,14
PUNJAB,MANSA,2010,13
PUNJAB,MANSA,2011,9
PUNJAB,MANSA,2012,17
UTTAR PRADESH,MATHURA,2001,62
UTTAR PRADESH,MATHURA,2002,49
UTTAR PRADESH,MATHURA,2003,36
UTTAR PRADESH,MATHURA,2004,34
UTTAR PRADESH,MATHURA,2005,54
UTTAR PRADESH,MATHURA,2006,57
UTTAR PRADESH,MATHURA,2007,74
UTTAR PRADESH,MATHURA,2008,76
UTTAR PRADESH,MATHURA,2009,76
UTTAR PRADESH,MATHURA,2010,87
UTTAR PRADESH,MATHURA,2011,145
UTTAR PRADESH,MATHURA,2012,155
UTTAR PRADESH,MAU,2001,30
UTTAR PRADESH,MAU,2002,26
UTTAR PRADESH,MAU,2003,11
UTTAR PRADESH,MAU,2004,19
UTTAR PRADESH,MAU,2005,8
UTTAR PRADESH,MAU,2006,24
UTTAR PRADESH,MAU,2007,37
UTTAR PRADESH,MAU,2008,50
UTTAR PRADESH,MAU,2009,50
UTTAR PRADESH,MAU,2010,48
UTTAR PRADESH,MAU,2011,66
UTTAR PRADESH,MAU,2012,82
ODISHA,MAYURBHANJ,2001,31
ODISHA,MAYURBHANJ,2002,29
ODISHA,MAYURBHANJ,2003,28
ODISHA,MAYURBHANJ,2004,26
ODISHA,MAYURBHANJ,2005,40
ODISHA,MAYURBHANJ,2006,38
ODISHA,MAYURBHANJ,2007,32
ODISHA,MAYURBHANJ,2008,51
ODISHA,MAYURBHANJ,2009,64
ODISHA,MAYURBHANJ,2010,73
ODISHA,MAYURBHANJ,2011,89
ODISHA,MAYURBHANJ,2012,67
ANDHRA PRADESH,MEDAK,2001,26
ANDHRA PRADESH,MEDAK,2002,46
ANDHRA PRADESH,MEDAK,2003,52
ANDHRA PRADESH,MEDAK,2004,49
ANDHRA PRADESH,MEDAK,2005,38
ANDHRA PRADESH,MEDAK,2006,63
ANDHRA PRADESH,MEDAK,2007,65
ANDHRA PRADESH,MEDAK,2008,62
ANDHRA PRADESH,MEDAK,2009,61
ANDHRA PRADESH,MEDAK,2010,83
ANDHRA PRADESH,MEDAK,2011,40
ANDHRA PRADESH,MEDAK,2012,54
UTTAR PRADESH,MEERUT,2001,160
UTTAR PRADESH,MEERUT,2002,127
UTTAR PRADESH,MEERUT,2003,85
UTTAR PRADESH,MEERUT,2004,137
UTTAR PRADESH,MEERUT,2005,139
UTTAR PRADESH,MEERUT,2006,108
UTTAR PRADESH,MEERUT,2007,150
UTTAR PRADESH,MEERUT,2008,178
UTTAR PRADESH,MEERUT,2009,193
UTTAR PRADESH,MEERUT,2010,195
UTTAR PRADESH,MEERUT,2011,323
UTTAR PRADESH,MEERUT,2012,287
GUJARAT,MEHSANA,2001,58
GUJARAT,MEHSANA,2002,41
GUJARAT,MEHSANA,2003,57
GUJARAT,MEHSANA,2004,54
GUJARAT,MEHSANA,2005,55
GUJARAT,MEHSANA,2006,41
GUJARAT,MEHSANA,2007,50
GUJARAT,MEHSANA,2008,54
GUJARAT,MEHSANA,2009,55
GUJARAT,MEHSANA,2010,66
GUJARAT,MEHSANA,2011,71
GUJARAT,MEHSANA,2012,59
HARYANA,MEWAT,2005,9
HARYANA,MEWAT,2006,14
HARYANA,MEWAT,2007,28
HARYANA,MEWAT,2008,21
HARYANA,MEWAT,2009,24
HARYANA,MEWAT,2010,36
HARYANA,MEWAT,2011,32
HARYANA,MEWAT,2012,29
WEST BENGAL,MIDNAPUR,2001,74
UTTAR PRADESH,MIRZAPUR,2001,14
UTTAR PRADESH,MIRZAPUR,2002,17
UTTAR PRADESH,MIRZAPUR,2003,11
UTTAR PRADESH,MIRZAPUR,2004,13
UTTAR PRADESH,MIRZAPUR,2005,10
UTTAR PRADESH,MIRZAPUR,2006,18
UTTAR PRADESH,MIRZAPUR,2007,8
UTTAR PRADESH,MIRZAPUR,2008,23
UTTAR PRADESH,MIRZAPUR,2009,14
UTTAR PRADESH,MIRZAPUR,2010,4
UTTAR PRADESH,MIRZAPUR,2011,5
UTTAR PRADESH,MIRZAPUR,2012,7
PUNJAB,MOGA,2001,14
PUNJAB,MOGA,2002,14
PUNJAB,MOGA,2003,14
PUNJAB,MOGA,2004,14
PUNJAB,MOGA,2005,18
PUNJAB,MOGA,2006,28
PUNJAB,MOGA,2007,22
PUNJAB,MOGA,2008,24
PUNJAB,MOGA,2009,19
PUNJAB,MOGA,2010,22
PUNJAB,MOGA,2011,26
PUNJAB,MOGA,2012,20
NAGALAND,MOKOKCHUNG,2001,1
NAGALAND,MOKOKCHUNG,2002,1
NAGALAND,MOKOKCHUNG,2003,10
NAGALAND,MOKOKCHUNG,2004,1
NAGALAND,MOKOKCHUNG,2005,0
NAGALAND,MOKOKCHUNG,2006,3
NAGALAND,MOKOKCHUNG,2007,3
NAGALAND,MOKOKCHUNG,2008,3
NAGALAND,MOKOKCHUNG,2009,1
NAGALAND,MOKOKCHUNG,2010,1
NAGALAND,MOKOKCHUNG,2011,2
NAGALAND,MOKOKCHUNG,2012,0
NAGALAND,MON,2001,2
NAGALAND,MON,2002,1
NAGALAND,MON,2003,1
NAGALAND,MON,2004,2
NAGALAND,MON,2005,1
NAGALAND,MON,2006,2
NAGALAND,MON,2007,0
NAGALAND,MON,2008,0
NAGALAND,MON,2009,0
NAGALAND,MON,2010,0
NAGALAND,MON,2011,0
NAGALAND,MON,2012,4
UTTAR PRADESH,MORADABAD,2001,102
UTTAR PRADESH,MORADABAD,2002,77
UTTAR PRADESH,MORADABAD,2003,63
UTTAR PRADESH,MORADABAD,2004,98
UTTAR PRADESH,MORADABAD,2005,98
UTTAR PRADESH,MORADABAD,2006,94
UTTAR PRADESH,MORADABAD,2007,129
UTTAR PRADESH,MORADABAD,2008,179
UTTAR PRADESH,MORADABAD,2009,197
UTTAR PRADESH,MORADABAD,2010,204
UTTAR PRADESH,MORADABAD,2011,183
UTTAR PRADESH,MORADABAD,2012,162
MADHYA PRADESH,MORENA,2001,35
MADHYA PRADESH,MORENA,2002,27
MADHYA PRADESH,MORENA,2003,32
MADHYA PRADESH,MORENA,2004,15
MADHYA PRADESH,MORENA,2005,30
MADHYA PRADESH,MORENA,2006,30
MADHYA PRADESH,MORENA,2007,38
MADHYA PRADESH,MORENA,2008,35
MADHYA PRADESH,MORENA,2009,40
MADHYA PRADESH,MORENA,2010,20
MADHYA PRADESH,MORENA,2011,28
MADHYA PRADESH,MORENA,2012,35
ASSAM,MORIGAON,2001,39
ASSAM,MORIGAON,2002,39
ASSAM,MORIGAON,2003,49
ASSAM,MORIGAON,2004,43
ASSAM,MORIGAON,2005,47
ASSAM,MORIGAON,2006,56
ASSAM,MORIGAON,2007,57
ASSAM,MORIGAON,2008,68
ASSAM,MORIGAON,2009,77
ASSAM,MORIGAON,2010,93
ASSAM,MORIGAON,2011,96
ASSAM,MORIGAON,2012,88
BIHAR,MOTIHARI,2001,100
BIHAR,MOTIHARI,2002,139
BIHAR,MOTIHARI,2003,114
BIHAR,MOTIHARI,2004,129
BIHAR,MOTIHARI,2005,134
BIHAR,MOTIHARI,2006,100
BIHAR,MOTIHARI,2007,104
BIHAR,MOTIHARI,2008,121
BIHAR,MOTIHARI,2009,156
BIHAR,MOTIHARI,2010,173
BIHAR,MOTIHARI,2011,209
BIHAR,MOTIHARI,2012,233
PUNJAB,MUKTSAR,2001,3
PUNJAB,MUKTSAR,2002,8
PUNJAB,MUKTSAR,2003,6
PUNJAB,MUKTSAR,2004,10
PUNJAB,MUKTSAR,2005,23
PUNJAB,MUKTSAR,2006,17
PUNJAB,MUKTSAR,2007,22
PUNJAB,MUKTSAR,2008,12
PUNJAB,MUKTSAR,2009,11
PUNJAB,MUKTSAR,2010,15
PUNJAB,MUKTSAR,2011,16
PUNJAB,MUKTSAR,2012,35
MAHARASHTRA,MUMBAI,2001,148
MAHARASHTRA,MUMBAI,2002,119
MAHARASHTRA,MUMBAI,2003,150
MAHARASHTRA,MUMBAI,2004,178
MAHARASHTRA,MUMBAI,2005,198
MAHARASHTRA,MUMBAI COMMR.,2006,190
MAHARASHTRA,MUMBAI COMMR.,2007,179
MAHARASHTRA,MUMBAI COMMR.,2008,189
MAHARASHTRA,MUMBAI COMMR.,2009,149
MAHARASHTRA,MUMBAI COMMR.,2010,194
MAHARASHTRA,MUMBAI COMMR.,2011,221
MAHARASHTRA,MUMBAI COMMR.,2012,212
MAHARASHTRA,MUMBAI RLY.,2001,1
MAHARASHTRA,MUMBAI RLY.,2002,7
MAHARASHTRA,MUMBAI RLY.,2003,2
MAHARASHTRA,MUMBAI RLY.,2004,2
MAHARASHTRA,MUMBAI RLY.,2005,7
MAHARASHTRA,MUMBAI RLY.,2006,5
MAHARASHTRA,MUMBAI RLY.,2007,1
MAHARASHTRA,MUMBAI RLY.,2008,8
MAHARASHTRA,MUMBAI RLY.,2009,3
MAHARASHTRA,MUMBAI RLY.,2010,4
MAHARASHTRA,MUMBAI RLY.,2011,9
MAHARASHTRA,MUMBAI RLY.,2012,7
CHHATTISGARH,MUNGELI,2012,13
BIHAR,MUNGER,2001,45
BIHAR,MUNGER,2002,53
BIHAR,MUNGER,2003,47
BIHAR,MUNGER,2004,43
BIHAR,MUNGER,2005,54
BIHAR,MUNGER,2006,53
BIHAR,MUNGER,2007,52
BIHAR,MUNGER,2008,61
BIHAR,MUNGER,2009,68
BIHAR,MUNGER,2010,80
BIHAR,MUNGER,2011,72
BIHAR,MUNGER,2012,65
WEST BENGAL,MURSHIDABAD,2001,52
WEST BENGAL,MURSHIDABAD,2002,37
WEST BENGAL,MURSHIDABAD,2003,91
WEST BENGAL,MURSHIDABAD,2004,126
WEST BENGAL,MURSHIDABAD,2005,121
WEST BENGAL,MURSHIDABAD,2006,118
WEST BENGAL,MURSHIDABAD,2007,140
WEST BENGAL,MURSHIDABAD,2008,194
WEST BENGAL,MURSHIDABAD,2009,408
WEST BENGAL,MURSHIDABAD,2010,511
WEST BENGAL,MURSHIDABAD,2011,566
WEST BENGAL,MURSHIDABAD,2012,579
UTTAR PRADESH,MUZAFFARNAGAR,2001,142
UTTAR PRADESH,MUZAFFARNAGAR,2002,121
UTTAR PRADESH,MUZAFFARNAGAR,2003,74
UTTAR PRADESH,MUZAFFARNAGAR,2004,90
UTTAR PRADESH,MUZAFFARNAGAR,2005,80
UTTAR PRADESH,MUZAFFARNAGAR,2006,120
UTTAR PRADESH,MUZAFFARNAGAR,2007,154
UTTAR PRADESH,MUZAFFARNAGAR,2008,135
UTTAR PRADESH,MUZAFFARNAGAR,2009,162
UTTAR PRADESH,MUZAFFARNAGAR,2010,233
UTTAR PRADESH,MUZAFFARNAGAR,2011,238
UTTAR PRADESH,MUZAFFARNAGAR,2012,217
BIHAR,MUZAFFARPUR,2001,113
BIHAR,MUZAFFARPUR,2002,167
BIHAR,MUZAFFARPUR,2003,160
BIHAR,MUZAFFARPUR,2004,300
BIHAR,MUZAFFARPUR,2005,225
BIHAR,MUZAFFARPUR,2006,148
BIHAR,MUZAFFARPUR,2007,169
BIHAR,MUZAFFARPUR,2008,136
BIHAR,MUZAFFARPUR,2009,151
BIHAR,MUZAFFARPUR,2010,229
BIHAR,MUZAFFARPUR,2011,255
BIHAR,MUZAFFARPUR,2012,279
BIHAR,MUZAFFARPUR RLY.,2001,5
BIHAR,MUZAFFARPUR RLY.,2002,5
BIHAR,MUZAFFARPUR RLY.,2003,6
BIHAR,MUZAFFARPUR RLY.,2004,10
BIHAR,MUZAFFARPUR RLY.,2005,11
BIHAR,MUZAFFARPUR RLY.,2006,14
BIHAR,MUZAFFARPUR RLY.,2007,4
BIHAR,MUZAFFARPUR RLY.,2008,4
BIHAR,MUZAFFARPUR RLY.,2009,5
BIHAR,MUZAFFARPUR RLY.,2010,7
BIHAR,MUZAFFARPUR RLY.,2011,6
BIHAR,MUZAFFARPUR RLY.,2012,1
KARNATAKA,MYSORE COMMR.,2001,11
KARNATAKA,MYSORE COMMR.,2002,10
KARNATAKA,MYSORE COMMR.,2003,9
KARNATAKA,MYSORE COMMR.,2004,7
KARNATAKA,MYSORE COMMR.,2005,16
KARNATAKA,MYSORE COMMR.,2006,8
KARNATAKA,MYSORE COMMR.,2007,19
KARNATAKA,MYSORE COMMR.,2008,30
KARNATAKA,MYSORE COMMR.,2009,21
KARNATAKA,MYSORE COMMR.,2010,24
KARNATAKA,MYSORE COMMR.,2011,25
KARNATAKA,MYSORE COMMR.,2012,13
KARNATAKA,MYSORE RURAL,2001,14
KARNATAKA,MYSORE RURAL,2002,16
KARNATAKA,MYSORE RURAL,2003,5
KARNATAKA,MYSORE RURAL,2004,11
KARNATAKA,MYSORE RURAL,2005,8
KARNATAKA,MYSORE RURAL,2006,8
KARNATAKA,MYSORE RURAL,2007,11
KARNATAKA,MYSORE RURAL,2008,14
KARNATAKA,MYSORE RURAL,2009,14
KARNATAKA,MYSORE RURAL,2010,37
KARNATAKA,MYSORE RURAL,2011,47
KARNATAKA,MYSORE RURAL,2012,67
ASSAM,N.C.HILLS,2001,8
ASSAM,N.C.HILLS,2002,9
ASSAM,N.C.HILLS,2003,13
ASSAM,N.C.HILLS,2004,9
ASSAM,N.C.HILLS,2005,10
ASSAM,N.C.HILLS,2006,14
ASSAM,N.C.HILLS,2007,12
ASSAM,N.C.HILLS,2008,14
ASSAM,N.C.HILLS,2009,16
ASSAM,N.C.HILLS,2010,19
ASSAM,N.C.HILLS,2011,19
ASSAM,N.C.HILLS,2012,23
WEST BENGAL,NADIA,2001,91
WEST BENGAL,NADIA,2002,82
WEST BENGAL,NADIA,2003,59
WEST BENGAL,NADIA,2004,80
WEST BENGAL,NADIA,2005,102
WEST BENGAL,NADIA,2006,152
WEST BENGAL,NADIA,2007,175
WEST BENGAL,NADIA,2008,216
WEST BENGAL,NADIA,2009,297
WEST BENGAL,NADIA,2010,345
WEST BENGAL,NADIA,2011,500
WEST BENGAL,NADIA,2012,433
ASSAM,NAGAON,2001,119
ASSAM,NAGAON,2002,132
ASSAM,NAGAON,2003,169
ASSAM,NAGAON,2004,139
ASSAM,NAGAON,2005,185
ASSAM,NAGAON,2006,179
ASSAM,NAGAON,2007,208
ASSAM,NAGAON,2008,215
ASSAM,NAGAON,2009,233
ASSAM,NAGAON,2010,302
ASSAM,NAGAON,2011,374
ASSAM,NAGAON,2012,351
TAMIL NADU,NAGAPATTINAM,2001,29
TAMIL NADU,NAGAPATTINAM,2002,33
TAMIL NADU,NAGAPATTINAM,2003,24
TAMIL NADU,NAGAPATTINAM,2004,21
TAMIL NADU,NAGAPATTINAM,2005,20
TAMIL NADU,NAGAPATTINAM,2006,18
TAMIL NADU,NAGAPATTINAM,2007,28
TAMIL NADU,NAGAPATTINAM,2008,28
TAMIL NADU,NAGAPATTINAM,2009,39
TAMIL NADU,NAGAPATTINAM,2010,38
TAMIL NADU,NAGAPATTINAM,2011,34
TAMIL NADU,NAGAPATTINAM,2012,42
RAJASTHAN,NAGAUR,2001,59
RAJASTHAN,NAGAUR,2002,61
RAJASTHAN,NAGAUR,2003,40
RAJASTHAN,NAGAUR,2004,40
RAJASTHAN,NAGAUR,2005,43
RAJASTHAN,NAGAUR,2006,49
RAJASTHAN,NAGAUR,2007,49
RAJASTHAN,NAGAUR,2008,64
RAJASTHAN,NAGAUR,2009,89
RAJASTHAN,NAGAUR,2010,69
RAJASTHAN,NAGAUR,2011,68
RAJASTHAN,NAGAUR,2012,129
MAHARASHTRA,NAGPUR COMMR.,2001,64
MAHARASHTRA,NAGPUR COMMR.,2002,50
MAHARASHTRA,NAGPUR COMMR.,2003,36
MAHARASHTRA,NAGPUR COMMR.,2004,49
MAHARASHTRA,NAGPUR COMMR.,2005,57
MAHARASHTRA,NAGPUR COMMR.,2006,58
MAHARASHTRA,NAGPUR COMMR.,2007,66
MAHARASHTRA,NAGPUR COMMR.,2008,43
MAHARASHTRA,NAGPUR COMMR.,2009,73
MAHARASHTRA,NAGPUR COMMR.,2010,57
MAHARASHTRA,NAGPUR COMMR.,2011,40
MAHARASHTRA,NAGPUR COMMR.,2012,53
MAHARASHTRA,NAGPUR RLY.,2001,0
MAHARASHTRA,NAGPUR RLY.,2002,0
MAHARASHTRA,NAGPUR RLY.,2003,2
MAHARASHTRA,NAGPUR RLY.,2004,2
MAHARASHTRA,NAGPUR RLY.,2005,3
MAHARASHTRA,NAGPUR RLY.,2006,2
MAHARASHTRA,NAGPUR RLY.,2007,2
MAHARASHTRA,NAGPUR RLY.,2008,3
MAHARASHTRA,NAGPUR RLY.,2009,1
MAHARASHTRA,NAGPUR RLY.,2010,3
MAHARASHTRA,NAGPUR RLY.,2011,0
MAHARASHTRA,NAGPUR RLY.,2012,2
MAHARASHTRA,NAGPUR RURAL,2001,23
MAHARASHTRA,NAGPUR RURAL,2002,25
MAHARASHTRA,NAGPUR RURAL,2003,23
MAHARASHTRA,NAGPUR RURAL,2004,27
MAHARASHTRA,NAGPUR RURAL,2005,19
MAHARASHTRA,NAGPUR RURAL,2006,24
MAHARASHTRA,NAGPUR RURAL,2007,24
MAHARASHTRA,NAGPUR RURAL,2008,24
MAHARASHTRA,NAGPUR RURAL,2009,23
MAHARASHTRA,NAGPUR RURAL,2010,30
MAHARASHTRA,NAGPUR RURAL,2011,25
MAHARASHTRA,NAGPUR RURAL,2012,15
UTTARAKHAND,NAINITAL,2001,14
UTTARAKHAND,NAINITAL,2002,13
UTTARAKHAND,NAINITAL,2003,16
UTTARAKHAND,NAINITAL,2004,28
UTTARAKHAND,NAINITAL,2005,16
UTTARAKHAND,NAINITAL,2006,17
UTTARAKHAND,NAINITAL,2007,25
UTTARAKHAND,NAINITAL,2008,22
UTTARAKHAND,NAINITAL,2009,37
UTTARAKHAND,NAINITAL,2010,29
UTTARAKHAND,NAINITAL,2011,24
UTTARAKHAND,NAINITAL,2012,29
BIHAR,NALANDA,2001,126
BIHAR,NALANDA,2002,93
BIHAR,NALANDA,2003,58
BIHAR,NALANDA,2004,144
BIHAR,NALANDA,2005,94
BIHAR,NALANDA,2006,76
BIHAR,NALANDA,2007,105
BIHAR,NALANDA,2008,100
BIHAR,NALANDA,2009,99
BIHAR,NALANDA,2010,93
BIHAR,NALANDA,2011,81
BIHAR,NALANDA,2012,113
ASSAM,NALBARI,2001,53
ASSAM,NALBARI,2002,50
ASSAM,NALBARI,2003,64
ASSAM,NALBARI,2004,61
ASSAM,NALBARI,2005,38
ASSAM,NALBARI,2006,33
ASSAM,NALBARI,2007,32
ASSAM,NALBARI,2008,55
ASSAM,NALBARI,2009,58
ASSAM,NALBARI,2010,56
ASSAM,NALBARI,2011,95
ASSAM,NALBARI,2012,101
ANDHRA PRADESH,NALGONDA,2001,27
ANDHRA PRADESH,NALGONDA,2002,46
ANDHRA PRADESH,NALGONDA,2003,49
ANDHRA PRADESH,NALGONDA,2004,72
ANDHRA PRADESH,NALGONDA,2005,51
ANDHRA PRADESH,NALGONDA,2006,86
ANDHRA PRADESH,NALGONDA,2007,87
ANDHRA PRADESH,NALGONDA,2008,91
ANDHRA PRADESH,NALGONDA,2009,109
ANDHRA PRADESH,NALGONDA,2010,81
ANDHRA PRADESH,NALGONDA,2011,84
ANDHRA PRADESH,NALGONDA,2012,89
TAMIL NADU,NAMAKKAL,2001,16
TAMIL NADU,NAMAKKAL,2002,25
TAMIL NADU,NAMAKKAL,2003,22
TAMIL NADU,NAMAKKAL,2004,18
TAMIL NADU,NAMAKKAL,2005,35
TAMIL NADU,NAMAKKAL,2006,18
TAMIL NADU,NAMAKKAL,2007,31
TAMIL NADU,NAMAKKAL,2008,49
TAMIL NADU,NAMAKKAL,2009,44
TAMIL NADU,NAMAKKAL,2010,48
TAMIL NADU,NAMAKKAL,2011,63
TAMIL NADU,NAMAKKAL,2012,48
MAHARASHTRA,NANDED,2001,41
MAHARASHTRA,NANDED,2002,40
MAHARASHTRA,NANDED,2003,24
MAHARASHTRA,NANDED,2004,23
MAHARASHTRA,NANDED,2005,42
MAHARASHTRA,NANDED,2006,35
MAHARASHTRA,NANDED,2007,40
MAHARASHTRA,NANDED,2008,29
MAHARASHTRA,NANDED,2009,40
MAHARASHTRA,NANDED,2010,52
MAHARASHTRA,NANDED,2011,52
MAHARASHTRA,NANDED,2012,37
MAHARASHTRA,NANDURBAR,2001,6
MAHARASHTRA,NANDURBAR,2002,5
MAHARASHTRA,NANDURBAR,2003,10
MAHARASHTRA,NANDURBAR,2004,9
MAHARASHTRA,NANDURBAR,2005,3
MAHARASHTRA,NANDURBAR,2006,9
MAHARASHTRA,NANDURBAR,2007,3
MAHARASHTRA,NANDURBAR,2008,10
MAHARASHTRA,NANDURBAR,2009,13
MAHARASHTRA,NANDURBAR,2010,14
MAHARASHTRA,NANDURBAR,2011,18
MAHARASHTRA,NANDURBAR,2012,10
CHHATTISGARH,NARAYANPUR,2003,1
CHHATTISGARH,NARAYANPUR,2004,1
CHHATTISGARH,NARAYANPUR,2005,0
CHHATTISGARH,NARAYANPUR,2006,5
CHHATTISGARH,NARAYANPUR,2007,3
CHHATTISGARH,NARAYANPUR,2008,1
CHHATTISGARH,NARAYANPUR,2009,0
CHHATTISGARH,NARAYANPUR,2010,9
CHHATTISGARH,NARAYANPUR,2011,2
CHHATTISGARH,NARAYANPUR,2012,6
GUJARAT,NARMADA,2001,9
GUJARAT,NARMADA,2002,5
GUJARAT,NARMADA,2003,3
GUJARAT,NARMADA,2004,8
GUJARAT,NARMADA,2005,1
GUJARAT,NARMADA,2006,6
GUJARAT,NARMADA,2007,4
GUJARAT,NARMADA,2008,7
GUJARAT,NARMADA,2009,3
GUJARAT,NARMADA,2010,4
GUJARAT,NARMADA,2011,4
GUJARAT,NARMADA,2012,6
MADHYA PRADESH,NARSINGHPUR,2001,7
MADHYA PRADESH,NARSINGHPUR,2002,7
MADHYA PRADESH,NARSINGHPUR,2003,3
MADHYA PRADESH,NARSINGHPUR,2004,4
MADHYA PRADESH,NARSINGHPUR,2005,2
MADHYA PRADESH,NARSINGHPUR,2006,4
MADHYA PRADESH,NARSINGHPUR,2007,5
MADHYA PRADESH,NARSINGHPUR,2008,5
MADHYA PRADESH,NARSINGHPUR,2009,5
MADHYA PRADESH,NARSINGHPUR,2010,6
MADHYA PRADESH,NARSINGHPUR,2011,18
MADHYA PRADESH,NARSINGHPUR,2012,16
MAHARASHTRA,NASIK COMMR.,2001,14
MAHARASHTRA,NASIK COMMR.,2002,17
MAHARASHTRA,NASIK COMMR.,2003,14
MAHARASHTRA,NASIK COMMR.,2004,17
MAHARASHTRA,NASIK COMMR.,2005,16
MAHARASHTRA,NASIK COMMR.,2006,32
MAHARASHTRA,NASIK COMMR.,2007,21
MAHARASHTRA,NASIK COMMR.,2008,34
MAHARASHTRA,NASIK COMMR.,2009,24
MAHARASHTRA,NASIK COMMR.,2010,27
MAHARASHTRA,NASIK COMMR.,2011,16
MAHARASHTRA,NASIK COMMR.,2012,18
MAHARASHTRA,NASIK RURAL,2001,17
MAHARASHTRA,NASIK RURAL,2002,14
MAHARASHTRA,NASIK RURAL,2003,20
MAHARASHTRA,NASIK RURAL,2004,24
MAHARASHTRA,NASIK RURAL,2005,25
MAHARASHTRA,NASIK RURAL,2006,28
MAHARASHTRA,NASIK RURAL,2007,29
MAHARASHTRA,NASIK RURAL,2008,33
MAHARASHTRA,NASIK RURAL,2009,25
MAHARASHTRA,NASIK RURAL,2010,28
MAHARASHTRA,NASIK RURAL,2011,33
MAHARASHTRA,NASIK RURAL,2012,29
BIHAR,NAUGACHIA,2001,29
BIHAR,NAUGACHIA,2002,24
BIHAR,NAUGACHIA,2003,29
BIHAR,NAUGACHIA,2004,27
BIHAR,NAUGACHIA,2005,36
BIHAR,NAUGACHIA,2006,12
BIHAR,NAUGACHIA,2007,14
BIHAR,NAUGACHIA,2008,29
BIHAR,NAUGACHIA,2009,36
BIHAR,NAUGACHIA,2010,36
BIHAR,NAUGACHIA,2011,38
BIHAR,NAUGACHIA,2012,21
MAHARASHTRA,NAVI MUMBAI,2001,19
MAHARASHTRA,NAVI MUMBAI,2002,18
MAHARASHTRA,NAVI MUMBAI,2003,17
MAHARASHTRA,NAVI MUMBAI,2004,19
MAHARASHTRA,NAVI MUMBAI,2005,15
MAHARASHTRA,NAVI MUMBAI,2006,19
MAHARASHTRA,NAVI MUMBAI,2007,16
MAHARASHTRA,NAVI MUMBAI,2008,26
MAHARASHTRA,NAVI MUMBAI,2009,20
MAHARASHTRA,NAVI MUMBAI,2010,23
MAHARASHTRA,NAVI MUMBAI,2011,32
MAHARASHTRA,NAVI MUMBAI,2012,19
GUJARAT,NAVSARI,2001,6
GUJARAT,NAVSARI,2002,11
GUJARAT,NAVSARI,2003,10
GUJARAT,NAVSARI,2004,7
GUJARAT,NAVSARI,2005,6
GUJARAT,NAVSARI,2006,8
GUJARAT,NAVSARI,2007,14
GUJARAT,NAVSARI,2008,9
GUJARAT,NAVSARI,2009,1
GUJARAT,NAVSARI,2010,19
GUJARAT,NAVSARI,2011,10
GUJARAT,NAVSARI,2012,15
BIHAR,NAWADAH,2001,42
BIHAR,NAWADAH,2002,50
BIHAR,NAWADAH,2003,53
BIHAR,NAWADAH,2004,67
BIHAR,NAWADAH,2005,41
BIHAR,NAWADAH,2006,36
BIHAR,NAWADAH,2007,29
BIHAR,NAWADAH,2008,48
BIHAR,NAWADAH,2009,64
BIHAR,NAWADAH,2010,65
BIHAR,NAWADAH,2011,63
BIHAR,NAWADAH,2012,89
PUNJAB,NAWAN SHAHR,2001,13
PUNJAB,NAWAN SHAHR,2002,16
PUNJAB,NAWAN SHAHR,2003,15
PUNJAB,NAWAN SHAHR,2004,16
PUNJAB,NAWAN SHAHR,2005,12
PUNJAB,NAWAN SHAHR,2006,7
PUNJAB,NAWAN SHAHR,2007,10
ODISHA,NAYAGARH,2001,23
ODISHA,NAYAGARH,2002,14
ODISHA,NAYAGARH,2003,18
ODISHA,NAYAGARH,2004,20
ODISHA,NAYAGARH,2005,25
ODISHA,NAYAGARH,2006,21
